"OTU" "Feature_name" "166_179_Lych_384_193_S1_L001" "166_180_Reso_372_205_S2_L001" "166_184_Barg_360_217_S3_L001" "166_185_Barg_348_229_S4_L001" "166_186_Reso_336_241_S5_L001" "166_188_Barg_324_253_S6_L001" "166_189_Barg_312_265_S7_L001" "166_191_Marr_383_194_S9_L001" "166_193_Reso_371_206_S10_L001" "166_200_Fril_359_218_S11_L001" "166_201_Apol_347_230_S12_L001" "166_202_Apol_335_242_S13_L001" "166_203_Barg_323_254_S14_L001" "166_204_Keph_311_266_S15_L001" "166_205_Keph_299_278_S16_L001" "166_206_Nano_382_195_S17_L001" "166_207_Unde_370_207_S18_L001" "166_208_Lily_358_219_S19_L001" "166_209_Phys_346_231_S20_L001" "166_210_Lych_334_243_S21_L001" "166_211_Apol_322_255_S22_L001" "166_212_Fril_310_267_S23_L001" "166_213_Fors_298_279_S24_L001" "166_214_Lych_381_196_S25_L001" "166_215_Agal_369_208_S26_L001" "166_216_Diph_357_220_S27_L001" "166_217_Diph_345_232_S28_L001" "166_218_Diph_333_244_S29_L001" "166_219_Diph_321_256_S30_L001" "166_220_Cord_309_268_S31_L001" "166_221_Diph_297_280_S32_L001" "166_222_Gymn_380_197_S33_L001" "166_223_Cras_368_209_S34_L001" "166_224_Barg_356_221_S35_L001" "166_225_Nano_344_233_S36_L001" "166_226_Desm_332_245_S37_L001" "166_229_Chun_320_257_S38_L001" "166_230_Lych_308_269_S39_L001" "166_231_Fors_296_281_S40_L001" "166_232_Barg_379_198_S41_L001" "166_237_Chun_367_210_S42_L001" "166_238_Gymn_355_222_S43_L001" "166_239_Barg_343_234_S44_L001" "166_240_Chun_331_246_S45_L001"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__95.97_149_71.42_" "01eb05918dfc8912a18013cd2d09b1f9" "0" "0" "0" "0" "0" "44" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__89.51_162_84.42______" "f2908d42501f7dc525c59d6617747c6f" "0" "0" "0" "43" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_Chytridiomycota_Chytridiomycetes__98.65_148_90.23___" "c9416675c7458774b2fd2e968a79d48e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "43" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ctenophora__100_144_91.30____" "1c69a787700f25fd1e1a3de3b7e3bb02" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__95.24_126_87.88______" "33f0afff6670066d8ea30ff06bf3159d" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "41" "0" "0" "0" "0"
"Eukaryota__91.98_162_87.25______" "d938041c3b2672b0759d468ba09706f1" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata__97.55_163_88.44_____" "55b6e9f1ac5eb4230c3cce0ba9d27a19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_82_89.94______" "4373f428758b0ec5e7af0189d0bf039f" "0" "0" "30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina__87.88_165_84.25__" "c8478bc1d2a65be2bbe7d6f4bfd31652" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__100_82_88.88______" "8d6db453ee5751ae6bab1e398cd5f6dc" "0" "0" "28" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Choanoflagellida__93.97_116_70.40_____" "320d5707f4b66bb797d2925cf9808978" "0" "0" "0" "26" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Peniculida_Parameciidae_Paramecium__99.38_162" "1f1e2685aff6133f47c35ebb597fdd67" "0" "0" "0" "14" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Stramenopiles_Bicosoecida_Cafeteriaceae__100_161_72.74___" "219b5813e80b4e3f5ae76e94a5e60846" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__87.76_147_84.52______" "fb2f967efa023363429a0c752e29c897" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda__97.43_115_71.58_" "d5dd3749ea1d9c0e4845e812658c7c82" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Dinophyceae__96.32_163_89.71____" "220fe7d7280c7a17fa1b0f94e2e8a4de" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23" "0" "0" "0" "0"
"Eukaryota_Alveolata_Ciliophora_Intramacronucleata__87.5_160_87.93___" "9ed060535f02ae4b45cd5f743d738f25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Stramenopiles__91.36_162_86.08_____" "f77ee56aef22ede30b1bc024410a61d9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__100_152_91.66_____" "fe3e30c9122e5a505f84994a74a74047" "0" "0" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Maxillopoda_Copepoda__98.19_166_90.86" "9145f543a6b9eca15df05e46a69b750b" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18" "0" "0" "0" "0"
"Eukaryota_Viridiplantae__90.34_145_85.93_____" "b7408dc59685b18595a97b205c59e0dd" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A______" "7b67533a81e5363a08cb704d69c0163d" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae_Physonectae__100_149_73.23" "000313afe269d02da34156fdc6c0de09" "0" "0" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__99.34_151_89.33______" "46a2879499b03422a8079d7f9fab338d" "0" "0" "0" "0" "0" "14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Unknown Eukaryote_N/A_ N/A_N/A______" "e58a6d780013fb01191a561430afc712" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Alveolata_Dinophyceae__99.39_163_88.01____" "422f0d32923d495463cc928b28980c51" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__99.02_102_72.32_" "c91e95be445785b7410f82123c0251f8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "0"
"Eukaryota_Metazoa_Cnidaria_Hydrozoa_Hydroidolina_Siphonophorae__99.53_212_91.87_" "449f5314ebae355c22f9da25e156aaed" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "0" "0"
"Eukaryota__92.72_151_86.67______" "f484bd3aa55440e11293fb0220fa7f8c" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__92_150_84.49______" "dd50f2042f60196ed771bcb82d0459dd" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi__92.72_151_86.49_____" "dcaad153e62caec7eadaa5e95245df57" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__90.91_165_86.01______" "7bd05ce91e0b6185f91c2950c2d22de6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0"
"Eukaryota_Rhodophyta_Florideophyceae_Hildenbrandiales_Hildenbrandiaceae_Hildenbrandia_Hildenbrandia rubra__97.59_83_71.77" "093ecfd0d1ac4e9c72f8fdd43892e409" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Lecanoromycetes_OSLEUM clade__100_87_72.67" "69a5e78b93c2e54a6665b1974aa6aa6e" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5" "0" "0" "0" "0"
"Eukaryota_Stramenopiles_Dictyochophyceae_Pedinellales__98.68_151_90.54___" "b37f9b827e2a69bbbabe525488daf4ee" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"Eukaryota__87.73_163_83.25______" "48718cb2b83cbbb8261af8bb66755318" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
